"Date","texted","retweets","favorites"
2012-09-12," is cracking  support.",0,0
2012-09-12," is seeing the speculation coming out of it too.  talking about demand destruction with higher prices.",0,0
2012-09-12," Puts     ",0,0
2012-09-12," today's move also confirms head and shoulders top.  Here is chart I posted yest  ",1,1
2012-09-12,"Andy breaking down . Chartology: Corn Spot Prices Eyeing Fibonacci Supports    ",1,0
2012-09-12,"Corn tumbles 2% as the USDA lowers its expected crop yield and harvest only marginall      ",0,0
2012-09-12,"Grabbed those  puts  Oct 's!     ",0,0
2012-09-12,"I tried to buy some puts yesterday after you first mentioned it but no one sold me any.  I'm trying to   ",0,0
2012-09-12,"IT'S TIME FOR SOME OFFENSE - Stock Picks and Discussion at iBankCoin | The Fly   via , , ",1,1
2012-09-12,"may get a a push up in  after the crop report on  watching : )",0,0
2012-09-12,"Maybe, just maybe   will be headed to 6.6-6.8 area",0,0
2012-09-12,"New Lows in ",0,0
2012-09-12,"New Post: ""Corn Spot Prices Eyeing Fibonacci Supports""   by    ",0,0
2012-09-12,"Oil and Corn: 2 Volatile Commodities    ",0,0
2012-09-12,"RT : New Post: ""Corn Spot Prices Eyeing Fibonacci Supports""   by    ",0,0
2012-09-12,"Today In Commodities: All Eyes On Euro's Next Move            ",0,0
2012-09-12,"WASDE: Grain Found Under The Rainbow     ",0,0
2012-09-12,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-13," : Corn is Rolling Over.  E-wave wise, it got to be a lot of wave 1-2 of multiple degrees building up. A near t  ",0,0
2012-09-13," : funky looking chart don't really know enough about it, but if I was to play I'd prob wait to see if you get  ",0,0
2012-09-13,"Can the Soybean ETF Continue its Bull Run?       ",1,0
2012-09-13,"Some players are watching  puts for november 44.45 range.They are expecting a pull back on  since it w  ",0,0
2012-09-13,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,1
2012-09-14," - not ready yet yes better than expected output of corn, but still in drought. Can't wait for it to come down pic.twitter.com/rpy9QQfv",0,0
2012-09-14," : I don't know about you, but I am going out to buy &quot;a little&quot; Le Veuve Clicquot in a couple of hours.  ",0,0
2012-09-14," : Same ole same ole since the MEAT and Greet.  They have BEAN there done t  ",0,0
2012-09-14," ~ Contact Us     Carbon   ",0,0
2012-09-14," ~ Contact Us     Carbon Credits International, Inc. 7    ",0,0
2012-09-14," rolling right alongstill LOVE that long against short . Crop rotation will be HUGE next season.",0,0
2012-09-14,"All Major Commodities Now In Positive Territory For The Year           ",2,0
2012-09-14,"Markets Enthusiastically Welcome The Bernanke Liquidity         ",0,0
2012-09-14,"On second thought I will seed my field with  next spring.",0,0
2012-09-14,"Proceeds into , . Just trying to make sure those farmers start spending. ",0,0
2012-09-14,"Today In Commodities: Black Swan In Store For Stocks            ",0,3
2012-09-14,"Weaker commodity: 1-day      5-day       10-day     ",0,0
2012-09-15,"Heat & Drought Ravage US Crops   via  ",0,0
2012-09-15,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-16," : BO and Ben effect of QE3 on Corn - hard UP  70% of processed foods have corn or soy bean in them.  Inflation  ",0,0
2012-09-16,"All of this would be actively managed Would open up positions in other commodities like  or  depending on what thing are like",0,0
2012-09-16,"Even corn got a Fed injection Futures are finally making sense again. I picked up more short on the lift. ",0,0
2012-09-16,"Free Report: ＊4 New Commodity Opportunities＊           ",0,0
2012-09-16,"Profit From Backwardation With Corn, Crude Oil And Soybeans      ",0,0
2012-09-16,"RT  Eighth Largest US Corn Crop On Record   via  //  ",0,0
2012-09-17," -   [   ]  Note break of the 50dma-We added to our short this morning as posted here",0,0
2012-09-17," 38.2% would be near .    Another day like today and we're there.",1,1
2012-09-17," as of today's first low at 12:26  has actually been steadily under accumulation  ",0,0
2012-09-17," down.Puts would have been nice  ",0,0
2012-09-17," falling today.   and  falling to weekly lows. Hmm. Rotation, supply easing or demand destruction?",0,0
2012-09-17," finally starting to break down as discussed late Aug:  ",0,0
2012-09-17," getting cobbed, -4%",2,0
2012-09-17," I feel like you're staring at my screen. I bought the November calls for  too. And we were both short  (I sold today).",0,0
2012-09-17," looks like the break above  the other day was a shorting opp.",0,0
2012-09-17," maybe good short at open tomorrow or premarket. Note corn futures.  too. Wed USDA report 300 higher production bearish for corn.",0,0
2012-09-17," note IMO this is range bound due to corn yields/disease/etc, but last year technical patterns on Corn failed about this time of Year.",0,0
2012-09-17," short is materializing now. Looking good to go.",0,0
2012-09-17," Short the ETF all the supply in the market currently moving out of distribution to mark down",0,0
2012-09-17,", loss in crops not as high as projected, plantings for next season so far looking great price should come down,looking at 43 area, jmo",0,0
2012-09-17,"at least  is down 2.81%.",1,0
2012-09-17,"Commented on: ""Today In Commodities: November Crude Rejects  Level""        ",0,0
2012-09-17,"Corn Vol About To Explode Again? | Option Pit   ",0,0
2012-09-17,"Establishing starter position tomorrow in  Nov 45P, looks 'ripe' for 'harvesting' a major rundown",0,0
2012-09-17,"Heads up I type the worn thing it I'm long  not .  Sleep Need more Sleep",0,0
2012-09-17,"I read that as well.  down almost 2.00 already and am wondering if its already priced in  ",0,0
2012-09-17,"Just went long   with a stop @ 17172/8.  It was a Delta Divergence Long.  Hope it helps. Hubert",0,0
2012-09-17,"Profit From Backwardation With Corn, Crude Oil And Soybeans      ",0,0
2012-09-17,"Puts on ? USDA is coming out with their results at 4pm. Market is excpecting improvement in harvest.   ",0,0
2012-09-17,"The move down in  is interesting, but look at the whole commodity complex     , this is bigger then oil!",0,0
2012-09-17,"Today In Commodities: November Crude Rejects  Level           ",0,1
2012-09-17,"What's eating agricultural commodities? Corn, soy, wheat in Monday slump.      ",3,0
2012-09-18," : It is no stretch of the imagination to think this run can exceed all previous ones.  **PEIX no longer just a  ",0,0
2012-09-18," inching closer to my -47 target   ",0,0
2012-09-18," measured move from head + shoulders top = .79 ish.  Here is chart I posted last wk.   ",0,0
2012-09-18,"Crop Progress: Corn Conditions Improve As Harvest Progresses   ",0,0
2012-09-18,"Short  finally working, Will roll ratio call spread lower to protect profits, STO cs 1:2 48:50 at even",0,0
2012-09-18,"Today In :   Rejects  Level           ",0,0
2012-09-18,"with PEIX please keep in mind the last time they had volume like thisthat was fun. Also watch  for flu  ",0,0
2012-09-19,"  - Is The Weat Correction Here?   ",0,0
2012-09-19," : Good morning all  Go  and !!  SymbolNameExchSectorIndustryOpenHighLowCl  ",0,0
2012-09-19," : Why Ethanol Is Well Entrenched  September 19, 2012 by: Alpha Guru  |  includes: ADM, ANDE, AVRW.PK, BIOF, COR  ",0,0
2012-09-19," catching a whimpy 0.4% after a nice drop, why even buy this thing.",0,0
2012-09-19,"""Global importers are becoming less dependent on U.S. corn.""   by   ",0,0
2012-09-19,"Cost:  36.24  40.12  50.72 (short)",0,0
2012-09-19,"Current portfolio Long , Short ",0,0
2012-09-19,"I think  is a good short here.  I still have my  puts  &amp;p=D&   ",0,0
2012-09-19,"Musical Chairs in the Corn and Ethanol Markets   via  ht   ",2,1
2012-09-19,"nice rollover down through the 50malooks good  ",0,0
2012-09-19,"not so much ",0,0
2012-09-19,"Preserve Your Wealth Before The World's Central Banks Destroy It          ",2,3
2012-09-19,"StockTwits: Musical Chairs in the Corn and Ethanol Markets   via  ht   ",0,0
2012-09-19,"Today In Commodities: Currencies Holding Their Own            ",0,0
2012-09-19,"Why Ethanol Is Well Entrenched           .PK",0,0
2012-09-20," : Analysis: Brazil ethanol returns to US as biofuel rules pave way  Meanwhile, the UN Food and Agri  ",0,0
2012-09-20," : Smart people buying food early Look at the  and  charts Bad moon rising soon.   CAG going hig  ",0,0
2012-09-20," : zh&lt;&gt;Frontrunning: September 20      Obama, Romney tiptoe around housing morass as they woo vo  ",0,0
2012-09-20," In :  Holding Their Own            ",0,0
2012-09-20," still getting cobbed",0,0
2012-09-20,"Headed out to POP some  and head to the MAN CAVE!!  I gotta root for the GNATS  but, I'm worr  ",0,0
2012-09-20,"High Corn Prices Fuel Agribusiness ETFs       ",0,0
2012-09-20,"if  takes out 47.90 with volume I will add to my Nov put position",0,0
2012-09-20,"Market Wrap: NatGas Rises, Brent Rebounds, Gold Slips On Stronger Dollar & Grains Fall On Rapid Harvest     ",1,0
2012-09-20,"Musical Chairs in the Corn and Ethanol Markets   via  +  ht   ",0,0
2012-09-20,"not known for my options and it shows, lol, my little 250 gamble on Sept 45  puts not gonna pay ,right side not long enough out",0,0
2012-09-20,"Perfect timing for  to drop!  My options are now in the money.  Looks like it could continue lower from he  ",0,0
2012-09-20,"Smart people buying food early Look at the  and  charts Bad moon rising soon.   CAG going hig  ",0,0
2012-09-20,"Today In Commodities: Bounce Underway In The Dollar            ",0,0
2012-09-20,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-21," : We should be good today.  From the looks of it corn is going to tank again today  based on premarket bid for  ",0,0
2012-09-21," Only ears worth peeling are ears of ",0,0
2012-09-21," prices at key area. Failures here could trigger a move to . If recent lows hold, Corn could retest the highs pic.twitter.com/UyK3MEWQ",0,0
2012-09-21,"Paper credit spread on  49/50 calls worked well, will see max profit.",2,0
2012-09-21,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-22,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-23," [Daily] Bullish 5-0 near trigger/ BC leg near completion  ",0,2
2012-09-23,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",1,0
2012-09-24," 742 an important level to watch on the close.  742.25 -6.00 -0.80%",0,0
2012-09-24," are you still in ?",0,0
2012-09-24,"According to Part II of the aforementioned video series, could the recent drought and  rally have been manmade?  ",0,0
2012-09-24,"Covered  short at 47.97 Stops on  2.94",0,0
2012-09-24,"Farmland Price Index Soars     ",1,0
2012-09-24,"Stronger commodity: 1-day      5-day    10-day    ",0,0
2012-09-24,"Today In Commodities: Stocks Ripe For Profit Taking            ",0,0
2012-09-24,"Video: Sal Gilbertie: Corn＊s Still The Big Dog     ",0,0
2012-09-24,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-25,"Corn ETF Is Standout Performer In Third Quarter   ",1,0
2012-09-25,"Crop Progress: 39% Of U.S. Corn Crop Harvested     ",0,0
2012-09-25,"Strange Weather The New Norm?       ",0,0
2012-09-25,"Today In Commodities: Crude Trades Near 7-Week Low            ",0,0
2012-09-26," -    We're short this parobolic move a posted here from a few weeks ago. ",0,0
2012-09-26," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-09-26," Price Index Soars     ",0,0
2012-09-26," slowly working its way down   ;  ",0,0
2012-09-26,"Covered my  short for a nice profit. The problem is I waited nearly 2 months  time is money",0,0
2012-09-26,"Finally covered my  short took longer than I hoped for",0,0
2012-09-26,"Grain Report       ",0,0
2012-09-26,"Grain Report          ",1,0
2012-09-26,"How many got plugged chasing  at all-time highs in mid-Aug? how many admit it? , crushes mo mo guys",2,0
2012-09-26,"Level 2  and type in  and follow it.  Its the corn etf    ",0,0
2012-09-26,"Live cattle hitting the skids again today in line with   and every other commodity - hard or soft.",0,0
2012-09-26,"Today In Commodities: Weakness Persists In European Currencies          ",0,2
2012-09-26,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-27," -     Parobolic up-Parobolic down-we've been short for a while now as posted here on twitter. ",0,0
2012-09-27," - Teucrium Corn Stock Analysis - 10 stocks -  ",0,0
2012-09-27," - Teucrium Corn Stock Analysis - day trade strategies -  ",0,0
2012-09-27," bulls continue to get cobbed",1,1
2012-09-27," cobbed -1.5%",1,1
2012-09-27," I know freaking sick! ",0,0
2012-09-27," re  would think  in for way > pain as meat hedges (i blv 9-12 months) roll off.  W/ 30 P/E on 20% gr. est. . . .FD Short",0,0
2012-09-27," Remember those  puts we were talking about?  strike Nov. puts? They were around .45 when I mentioned them.",0,0
2012-09-27," Timberrrrrrrrrrrrrrrrrr!!! (or, should I say cornnnnnnnnnnnnnnnnn!!!)   ",0,0
2012-09-27,"ARISE CHICKEN RT : As the  bull market ends, a new one will arise in chicken: , , , ",1,2
2012-09-27,"As the  bull market ends, a new one will arise in chicken: , , , ",0,0
2012-09-27,"Bad Harvest?    ",0,0
2012-09-27,"If you're up big on your  short, take some off the table here. Should see more red on tomorrow's report, but you never know.",0,0
2012-09-27,"Market Wrap: Gold & Silver Surge After Downward GDP Revision, Oil Rises Almost , Grains Underperform     ",2,0
2012-09-27,"RT : As the  bull market ends, a new one will arise in chicken: , , , ",0,0
2012-09-27,"Ugh why couldn't this move down have happened last week!  &amp;p   ",0,0
2012-09-27,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-28," - Teucrium Corn Stock Analysis - blue chip stocks -  ",0,0
2012-09-28," - Teucrium Corn Stock Analysis - day trading stock pick -  ",0,0
2012-09-28," - Teucrium Corn Stock Analysis - stock trading free -  ",0,0
2012-09-28," - Teucrium Corn Stock Analysis - top ten stocks to buy -  ",0,0
2012-09-28,"  Mentioned more than normal on StockTwits - Currently at 2 x average daily social activity",0,0
2012-09-28," December Futures up +5.5%",0,0
2012-09-28," fib study  ",0,0
2012-09-28," is flying but we didn't learn anything from this crop report we didn't already know. Corn will get overplanted next season.",0,0
2012-09-28," tested limits.  rallied on up .  season begins with .",0,0
2012-09-28,"Ags. bid led by corn-   limit up   ",0,0
2012-09-28,"Ags. one of the top-performing risk-assets in the  in Q3- , , , , ,  ",0,0
2012-09-28,"avg estimates for QUARTERLY GRAIN STOCKS REPORT corn 1.113 billion, soybeans 131 million wheat 2.278 billion     ",0,0
2012-09-28,"Big pop in  - looks like its coming off of the new USDA grain report",0,0
2012-09-28,"corn comes off limit up, soybeans trade red on the day    ",0,0
2012-09-28,"corn futures are LIMIT UP  ",1,0
2012-09-28,"Corn Slides to an 11-Week Low Before USDA Report ",0,0
2012-09-28,"Corn soars 3% as the USDA announces stocks at just 988M bushels, the low end of the       ",2,1
2012-09-28,"Corn Stocks Fall Below 1 Billion Bushels     ",0,0
2012-09-28,"Corn up 5% , Wheat up 4%.",0,0
2012-09-28,"Grain Commentary Report      ",1,0
2012-09-28,"Grain Commentary Report        ",0,0
2012-09-28,"grains pit-session opens early at 8:20 USDA numbers released 8:30      ",2,0
2012-09-28,"Has  made a meaningful turn?      ",0,0
2012-09-28,"looks like harvest floor could have been put in grains      ",2,0
2012-09-28,"More on : USDA reports 988m bushels of corn (the low end of the expected range.) I am using this opportunity to short more.",0,0
2012-09-28,"Potential short squeeze in corn. ",0,0
2012-09-28,"RT   fib study   ",0,0
2012-09-28,"RT : Has  made a meaningful turn?      ",0,0
2012-09-28,"SETTLEMENTS: Baltic Dry Index +2.68% Chinese corn 09% Chinese soybeans +.23% Tokyo corn 35% Tokyo soybeans +.33%    ",0,0
2012-09-28,"SETTLEMENTS: French wheat +3% London wheat +2.42% French corn +3.85%    ",0,0
2012-09-28,"Today In Commodities: Corn Gains Daily Limit              ",1,1
2012-09-29," -  should consolidate or go IMO.  Ferts will be impacted by  earnings tuesday morning.  (      )",0,0
2012-09-29,"Looks like  bounced hard off the 38.2% level from June low to Aug high, destroying hard earned profits on put pos'nwill close if FTD",0,0
2012-09-29,"Miss this? Has  made a meaningful turn?      ",0,0
2012-09-29,"RT : Miss this? Has  made a meaningful turn?   ",0,0
2012-09-29,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-09-30,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-01," : You have a long way to go there This is very interesting    Look at the PPO here Be afraid wow  [  ",0,0
2012-10-01,". goes home to Nebraska   ~ agriculture at odds with the rhythm of the land ",0,0
2012-10-01,"5 Best-Performing  Of 2012        ",0,0
2012-10-01,"Five Best-Performing Commodities Of 2012      ",0,0
2012-10-01,"Soybean Yields Drive Market Lower     ",1,0
2012-10-01,"Today In Commodities: No More Easy Money In NatGas            ",0,1
2012-10-01,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-02," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-02," - Teucrium Corn Stock Analysis - how to trade the market -  ",0,0
2012-10-02,"Grain Commentary Report      ",0,0
2012-10-02,"Today In Commodities: Coffee Perks Up, Closes At 9-Week Highs          ",1,0
2012-10-02,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-03," - Teucrium Corn Stock Analysis - profitable stock trading -  ",0,0
2012-10-03," or  trying to bait me into new highs. I say flat correction and rotation lower in corrective move.  ",0,0
2012-10-03,"Today In Commodities: Is Gold Headed Lower?              ",0,0
2012-10-03,"Wednesday's Daily Grain Commentary         ",1,0
2012-10-04," : It looks like another delay is on the way, the wheels of justice turn slowly indeed.  GLTA  Unopposed MO  ",0,0
2012-10-04,"Daily Grains Commentary       ",1,0
2012-10-04,"My inflation/stimulus basket doing well today:           -could pop much more if China adds QE",0,0
2012-10-04,"youtradeFX Daily Signals    SELL AT :759.000  T.P: 769.000  S.L: 742.000    ",0,0
2012-10-05," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-05,"Daily Grains Commentary        ",1,0
2012-10-05,"ETF Investors Still Hungry For Corn, Soybeans       ",0,0
2012-10-05,"RT : There is a very odd 30 year relationship between  and both  and   tends to   ",0,0
2012-10-05,"There is a very odd 30 year relationship between  and both  and   tends to collapse only after both have stopped going up",1,4
2012-10-05,"Today In Commodities: Further Upside For Sugar             ",1,0
2012-10-05,"US Foodstamp Usage Rises To New Record High          ",0,0
2012-10-06,"Friday was a tough day for aapl trdrs, finally though my  iron condor is beginning to fly",0,0
2012-10-06,"Hi Cube, I'm still watching  -77282310 it has corrected since our last, but I still think a bounce off  ",0,0
2012-10-07," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-07," Dec 12  . Seems to me that now's the right time to short corn again! Re-return of the bear market",0,0
2012-10-07,"I think its high time people start selling   in Large contracts!",0,0
2012-10-08,"  . Strong Resistence @ 748 yesterday shows a good sign of the inevitable drop. I'm thinking to add more positions to my shorts",0,0
2012-10-08,"Actually I was 100% expecting to be dead wrong on my  comments because of all the weather and drought cond  ",0,0
2012-10-08,"fertilize your agribusiness news knowledge               ",0,0
2012-10-08,"Today In Commodities: Keep Watch In Currencies             ",1,0
2012-10-08,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",1,0
2012-10-09," - Teucrium Corn Stock Analysis - best stocks to invest -  ",0,0
2012-10-09," - Teucrium Corn Stock Analysis - day trading minimum investment -  ",0,0
2012-10-09," - Teucrium Corn Stock Analysis - top rated penny stocks -  ",0,0
2012-10-09," : 5.1:3.7 buys to sells, this will close higher today.  WHAT, you sold your shares already?  I smell POP-  ",0,0
2012-10-09,"Half of all the  produced this year will be going toward ethanol. Food will be going higher.   ",0,0
2012-10-09,"Riding The Agricultural Commodities Rally With Exchange-Traded Products And Dividend Stocks     ",0,0
2012-10-09,"Today In : Keep Watch In Currencies             ",0,0
2012-10-09,"Today In Commodities: Hello, Greenback               ",0,0
2012-10-09,"Wednesday's Daily Grains Commentary       ",1,0
2012-10-09,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-10,"Crop Progress: U.S. Corn Harvest 69% Complete     ",2,0
2012-10-10,"Riding The Agricultural Commodities Rally With Exchange-Traded Products And Dividend Stocks     ",0,0
2012-10-10,"RT :  video   Ask the Analysts: Crop Production and World Agricultural Supply and Demand  ",0,0
2012-10-10,"Today In Commodities:  Correction Continues At A Snail's Pace          ",0,0
2012-10-10,"Today In Commodities: Gold Correction Continues At A Snail's Pace          ",1,0
2012-10-10,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-11," - Teucrium Corn Stock Analysis - finance quotes -  ",0,0
2012-10-11,"    keep on buying         ",0,0
2012-10-11,"  Its a great CPU  @ cbot   and home Office ",0,0
2012-10-11," and  tearing!   ",0,0
2012-10-11,"※: Corn Prices Are Surging After A New Crop Report  by   §  ",0,0
2012-10-11,"Commodity Chart Of The Day: Corn   ",0,0
2012-10-11,"Corn Prices Are Surging After A New Crop Report  by   ",12,1
2012-10-11,"Corn Prices Are Surging After A New Crop Report  by    RT  ",1,1
2012-10-11,"Daily Grains Commentary  -        ",1,0
2012-10-11,"Good industry? How about ???  up 3.29% today",0,0
2012-10-11,"Grains soar as the USDA lowers its estimate of corn ending stocks to 619M bushels fr      ",1,0
2012-10-11,"Helllllo  just spiked 3%",0,0
2012-10-11,"if you trade grains on the  you need the        ",1,1
2012-10-11,"RT  The USDA is forecasting the smallest corn and soybean harvest since 2004     ",0,0
2012-10-11,"RT : Corn Prices Are Surging After A New Crop Report  by  ",0,0
2012-10-11,"The Daily Grains Commentary  is a great resource for Grain traders and agriculture traders -       ",0,0
2012-10-11,"Today In Commodities: Corn Gains On USDA Report             ",1,0
2012-10-11,"WASDE: Corn Stocks Decline To Lowest Since 1995     ",0,0
2012-10-12," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-12," bulls continue to get cobbed",0,0
2012-10-12,"Bloomberg on : most analysts surveyed bullish  next week.",0,0
2012-10-12,"Commodity Chart Of The Day: Corn   ",0,0
2012-10-12,"Stronger commodities: 1-day       5-day       20-day     ",0,0
2012-10-12,"Weaker commodities: 1-day        5-day        20-day      ",0,0
2012-10-12,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",1,0
2012-10-13," looks like  a couple months ago. More downside ahead.",0,0
2012-10-13,"RT  Top US Ag Negotiator: Farm Exports Likely Down    via Insurance Journal  ",0,0
2012-10-14," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-14," - Teucrium Corn Stock Analysis - best sub penny stocks -  ",0,0
2012-10-14," - teucrium corn stock analysis - msn stock picks -  ",0,0
2012-10-14,"   showing its true colours. Get your Shorts on Lol.",0,0
2012-10-14,"Juras is getting the best of me > getting rashes :( cuz allergies to gluten  syrup ",0,1
2012-10-15," getting cobbed",2,0
2012-10-15," Got long  today at 7.38  ",0,0
2012-10-15," harvests important agricultural news to feed your knowledge:          ",0,0
2012-10-15,"Agricultural News: Monsanto Partnership Marries Biotech and Agriculture      ",0,0
2012-10-15,"Today In Commodities: Crude Closes In The Green             ",2,0
2012-10-15,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-16," - Teucrium Corn Stock Analysis - forex stocks -  ",0,0
2012-10-16,"Be Patient  ",0,0
2012-10-16,"Crop Progress: Over 3/4 Of U.S. Corn Harvested     ",1,0
2012-10-16,"What are your views on Corn    ??",0,0
2012-10-16,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-17," - Teucrium Corn Stock Analysis - forex swing trading signals -  ",0,0
2012-10-17,"Grain Commentary -       -   ",1,0
2012-10-17,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-18,"  -   - perfect entry on corn this morning :-)",0,0
2012-10-18," : This is a  play. Looks strong from here.   I have a feeling BIOF is ready to explode. Too  ",0,0
2012-10-18,"corn only clicks when you pop it! RT : sell   buy ",0,0
2012-10-18,"corn volume just surpassed soybean volume    ",0,0
2012-10-18,"Daily Grain Commentary   -        -   ",1,0
2012-10-18,"making all the $",0,0
2012-10-18,"RT : Gartman: Food Commodities Could Keep Easing  what happened to his ultra bullish call on corn a month ago? ",0,0
2012-10-18,"sell   buy ",6,0
2012-10-18,"Spreads From Hell -                 - enjoy!",0,0
2012-10-18,"Strategie Grains further trims EU 2012-13 forecasts for  (by 900kT) and  (by 700kT).",1,0
2012-10-18,"This is a  play. Looks strong from here.   I have a feeling BIOF is ready to explode. Too  ",0,0
2012-10-18,"Today In Commodities: Livestock Gets A Lift              ",0,1
2012-10-19," or  Ripe for Picking    a trade set up described   ",0,1
2012-10-19,"A Limit Up move in  today would put Corn back to .00 (We Don't expect it to happen though, we're just pointing it out)",0,1
2012-10-19,"Daily Grain Commentary -     -  ",1,0
2012-10-19,"Is   or  Rip for Picking    a trade set up described   ",0,0
2012-10-19,"Miss this? Is   or  Ripe for Picking    a trade set up described   ",0,0
2012-10-19,"Today In Commodities: Currencies Are On The Move             ",0,0
2012-10-20,"'Amaizing'  analogy suggests consol and another dip below 700 before massive 1000 spike   ",0,1
2012-10-20," - Teucrium Corn Stock Analysis - dividend stock picks -  ",0,0
2012-10-20," - Teucrium Corn Stock Analysis - financial freedom through electronic day trading -  ",0,0
2012-10-20," - Teucrium Corn Stock Analysis - hot penny stocks for today -  ",0,0
2012-10-20,"Incredible amount of repetition on (even for a Starch)only appears to have 3 patterns thats not dull thats very exciting! $",1,1
2012-10-20,"RT  'Amaizing'  analogy suggests consol and another dip below 700 before massive 1000 spike   ",0,2
2012-10-21," - Teucrium Corn Stock Analysis -  -  ",0,0
2012-10-21," - Teucrium Corn Stock Analysis - day trading workstation -  ",0,0
2012-10-21,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-22,"Checkout the Grain Commentary From Gary.        ",0,0
2012-10-22,"Farmland Price Index Climbs 16%     ",0,0
2012-10-22,"Grain Commentary        ",0,0
2012-10-22,"Today In Commodities: Precious Metals Under Pressure            ",0,0
2012-10-22,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-23," - Teucrium Corn Stock Analysis - day trading dummies -  ",0,0
2012-10-23," - Teucrium Corn Stock Analysis - index day trading -  ",0,0
2012-10-23," - teucrium corn stock analysis - stocks that are doing well -  ",0,0
2012-10-23," on the high for you stock Geeks",0,0
2012-10-23,"Crop Progress: Only 13% Of U.S. Corn Crop Left To Be Harvested     ",1,0
2012-10-23,"Grain Commentary       ",0,0
2012-10-23,"Grain Commentary        ",0,0
2012-10-23,"Pizarra Rosario: SORGO  ; Resto S/C //    / Fuente CAC BCR",0,0
2012-10-23,"Today In Commodities: Crude Loses, NatGas Gains             ",1,0
2012-10-23,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",1,0
2012-10-24,"   an interesting mess of confusion right now. Still think we're working a 2nd down before big move. ",0,0
2012-10-24,"  confirmed w.a (3 down from 769), w.b appears done. Now looking for w.c to complete w.ii See    ",0,1
2012-10-24,"Checkout Gary's thoughts on the Grain Market.       ",0,0
2012-10-24,"Grains Commentary       ",0,0
2012-10-24,"Today In : Wheat Gathers Momentum               ",0,0
2012-10-24,"Today In Commodities: Wheat Gathers Momentum              ",0,0
2012-10-24,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",0,0
2012-10-25,"Buying 200  at 47.62 limit.",0,0
2012-10-25,"Filled  at 47.62 Stop 47.22",1,0
2012-10-25,"Grains Commentary  -       ",1,0
2012-10-25,"Now the irony of it all. Ripley's Believe It or Not   influence my  trade by  soaring after close. Bringing stop to BE. ",1,0
2012-10-25,"Remember when people bought the top in  in August, ouchy",1,1
2012-10-25,"Today In :                 ",0,0
2012-10-25,"Today In Commodities: Energy Gains, More Downside To Come           ",0,0
2012-10-25,"Wheat Price Forecast: Predicting Food Commodities Price Rise           ",1,0
2012-10-26," - Teucrium Corn Stock Analysis - cheap stock picks -  ",0,0
2012-10-26," : managing my risk here. Moved stop from .50 to .62, the origin of possible w.(iii). ",1,0
2012-10-26," trade and a learning exercise.     ",0,0
2012-10-26,"60 and 120 min traders appear to be now long Corn futures. Really need 4 hr signal to really POP my  trade to upside. ",2,0
2012-10-26,"Bloomberg on : majority of analysts surveyed are bullish ,  and  next week.",0,0
2012-10-26,"Did u miss this?  trade and a learning exercise.     ",1,0
2012-10-26,"If u r following my trade  opening print 47.79 ",1,0
2012-10-26,"If you missed my  trade     ",0,0
2012-10-26,"Land prices rise along with agricultural commodities:        ",0,1
2012-10-26,"Stop hit. Just got clipped out of  for (22.11) inclusive.  Ran elliott stops and reverse. Bastards! ",1,0
2012-10-26,"Today In Commodities: Softs Head Lower               ",2,0
2012-10-27,"My  Trade follow up     ",0,0
2012-10-27,"My  Trade follow up      ",0,1
